seed,pattern,structure,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions,example_1,example_2,example_3
423,motive_4→motive_4→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_2,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→C→C→D,21,52,2,"[52, 104]",motive_4→motive_4→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_2,motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_8,
424,motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_8,A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→A→A→C→C→E,21,12,2,"[12, 140]",motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_8,motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_8,
425,motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_3,A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→E→E→A,21,20,3,"[20, 30, 72]",motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_3,motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_3,motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_3
426,motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_6,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→A→A→C,21,0,3,"[0, 68, 158]",motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_6,motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_4,motive_6→motive_6→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_4
427,motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_8,A→A→B→B→C→C→D→D→E→E→F→F→B→B→D→D→C→C→E→E→A,21,60,2,"[60, 236]",motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_8,motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_1,
428,motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_8,A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→D→D→C,21,6,4,"[6, 30, 176, 222]",motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_8,motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_4→motive_4→motive_3,motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_2
429,motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_3,A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→C→C→H,21,32,2,"[32, 166]",motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_3,motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_3,
430,motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_3,A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→D→D→E,21,20,2,"[20, 112]",motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_3,motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_5,
431,motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_1,A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→D→D→C,21,4,2,"[4, 64]",motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_1,motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_1,
432,motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_4,A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→C→C→A→A→B,21,0,2,"[0, 162]",motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_4,motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_4,
433,motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_1,A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→C→C→D,21,42,2,"[42, 44]",motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_1,motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_3,
434,motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_6,A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→D→D→E,21,2,19,"[2, 34, 54, 68, 88, 102, 122, 136, 156, 170]",motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_6,motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_4,motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_8
435,motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_1,A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→C→C→D,21,16,2,"[16, 184]",motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_1,motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_7,
436,motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_6,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→A→A→D,21,0,2,"[0, 96]",motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_6,motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_6,
437,motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5,A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→D→D→C,21,14,2,"[14, 60]",motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5,motive_7→motive_7→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_6→motive_6→motive_3,
438,motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_5,A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→D→D→B→B→C,21,6,2,"[6, 108]",motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_5,motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_2,
439,motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_2,A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→D→D→C,21,10,2,"[10, 232]",motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_2,motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_3,
440,motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_7,A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→C→C→A→A→D,21,14,2,"[14, 274]",motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_7,motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_7,
441,motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_4,A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→D→D→B,21,18,3,"[18, 188, 194]",motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_4,motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_6,motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_5
442,motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_1,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→B→B→A,21,0,3,"[0, 174, 224]",motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_1,motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_4,motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_4
443,motive_4→motive_4→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_2,A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→A→A→H→H→D,21,20,2,"[20, 30]",motive_4→motive_4→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_2,motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_4,
444,motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_2,A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→H→H→F→F→G,21,8,2,"[8, 138]",motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_2,motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_5,
445,motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_7,A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→B→B→G→G→D,21,10,2,"[10, 106]",motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_7,motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_5→motive_5→motive_8,
446,motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_1,A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→C→C→H,21,14,2,"[14, 156]",motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_1,motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_1,
447,motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_8,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→C→C→B,21,8,4,"[8, 130, 190, 214]",motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_8,motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_3,motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_4
448,motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_1,A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→E→E→G→G→H,21,92,2,"[92, 242]",motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_1,motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_2,
449,motive_8→motive_8→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_5,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→D→D→E,21,24,2,"[24, 48]",motive_8→motive_8→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_5,motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_2,
450,motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_6,A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→D→D→A,21,8,2,"[8, 178]",motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_6,motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_6,
451,motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_3,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→D→D→B,21,0,2,"[0, 40]",motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_3,motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_2,
452,motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_8,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→A→A→B,21,0,3,"[0, 18, 206]",motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_8,motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_8,motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_3
453,motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_2,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→B→B→D,21,0,3,"[0, 162, 276]",motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_2,motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_5,motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_7
454,motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_6,A→A→B→B→C→C→D→D→A→A→B→B→E→E→F→F→C→C→A→A→B,21,18,3,"[18, 226, 268]",motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_6,motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_6,motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_6
455,motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_3,A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→B→B→H→H→D,21,16,2,"[16, 56]",motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_3,motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_1,
456,motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_4,A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→C→C→B,21,6,2,"[6, 56]",motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_4,motive_5→motive_5→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_8,
